N_BFS;N_CNC;Situacao_CNC;Data_Sincronizacao;Data_Fiscalizacao;Data_Execução;Fiscal;Regional;Area;Setor;Turno;Servico;Responsividade;Endereco;Coordenada;Fiscal_Contratada
10284;11231;Regularizado;03/11/2025 09:14:58;03/11/2025 09:14:50;03/11/2025 09:51:39;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Adolfo Samuel, 14 - Parque Mandaqui, São Paulo - SP, 02418-100, Brasil;-23.46974875608595,-46.627836537228795;Maiarde de Freitas Nogueira
10293;11238;Regularizado;03/11/2025 09:21:03;03/11/2025 09:20:54;03/11/2025 11:33:11;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Varrição manual de vias e logradouros públicos;6;R. Cel. Antônio Agostinho Bezerra, 1 - Parque Mandaqui, São Paulo - SP, 02418-110, Brasil;-23.469931952119765,-46.627765329106595;Maiarde de Freitas Nogueira
10302;11245;Regularizado;03/11/2025 09:23:31;03/11/2025 09:23:25;03/11/2025 10:10:45;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;38;Manhã;Varrição manual de vias e logradouros públicos;6;R. Gaurama, 531 - Água Fria, São Paulo - SP, 02339-020, Brasil;-23.4788147,-46.6170801;Matheus Norberto Portela
10423;11327;Regularizado;03/11/2025 10:03:30;03/11/2025 10:03:24;03/11/2025 10:56:08;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Praça Srg. Tranqüilino Santana, 1017 - Vila Aurora (Zona Norte), São Paulo - SP, 02408-070, Brasil;-23.4829136,-46.6300795;Maiarde de Freitas Nogueira
10442;11337;Regularizado;03/11/2025 10:09:25;03/11/2025 10:09:20;03/11/2025 11:07:46;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Helena do Sacramento, 654 - Vila Guaca, São Paulo - SP, 02433-020, Brasil;-23.48314283161767,-46.635680977361396;Maiarde de Freitas Nogueira
10499;11369;Regularizado;03/11/2025 10:29:57;03/11/2025 10:29:49;03/11/2025 16:05:39;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Rua Lacerda Marques, 613 - Lauzane Paulista, São Paulo - SP, 02441-200, Brasil;-23.4770462,-46.6428317;Adriano Terto dos Santos
10518;11382;Regularizado;03/11/2025 10:34:56;03/11/2025 10:34:51;03/11/2025 12:14:18;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Manhã;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;6;R. Valorbe, 187 - Lauzane Paulista, São Paulo - SP, 02442-140, Brasil;-23.47474653703959,-46.6427642594875;Maiarde de Freitas Nogueira
10679;11470;Regularizado;03/11/2025 13:04:13;03/11/2025 13:04:06;03/11/2025 13:38:51;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Varrição manual de vias e logradouros públicos;6;Av. Nova Cantareira, 1347 - Água Fria, São Paulo - SP, 02331-002, Brasil;-23.48355474,-46.61389374;Leandro Correa
10703;11489;Regularizado;03/11/2025 13:37:12;03/11/2025 13:37:02;03/11/2025 15:13:21;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Padre José Rebouças, 1062 - Vila Dom Pedro II, São Paulo - SP, 02241-170, Brasil;-23.489126402161105,-46.610253616611146;João Marques da Silva
10704;11490;Regularizado;03/11/2025 13:37:31;03/11/2025 13:37:22;03/11/2025 15:13:30;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cap. Siqueira Barbosa, 51 - Santana, São Paulo - SP, 02241-030, Brasil;-23.489105135920635,-46.6104370892651;João Marques da Silva
10759;11544;Regularizado;03/11/2025 14:25:30;03/11/2025 14:25:25;03/11/2025 18:53:35;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Guapira, 1470 - Tucuruvi, São Paulo - SP, 02265-002, Brasil;-23.474908913526633,-46.59082394838067;Adriano Terto dos Santos
10835;11603;Regularizado;03/11/2025 15:14:40;03/11/2025 15:14:32;03/11/2025 17:55:14;José de Arimatea de Souza Almeida;Santana/Tucuruvi;Santana/Tucuruvi;02;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Profa. Anésia Sincorá, 245 - Lauzane Paulista, São Paulo - SP, 02443-100, Brasil;-23.4738164,-46.6489259;Adriano Terto dos Santos
10869;11625;Regularizado;03/11/2025 18:05:37;03/11/2025 18:05:30;04/11/2025 00:31:44;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 320 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.47616861191725,-46.62532747580045;Valdir Ribeiro Nunes
10870;11626;Regularizado;03/11/2025 18:05:48;03/11/2025 18:05:40;04/11/2025 00:07:13;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 280 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.47663348,-46.62532718;Valdir Ribeiro Nunes
10871;11627;Regularizado;03/11/2025 18:06:03;03/11/2025 18:05:52;03/11/2025 23:58:46;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 326 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.47619568,-46.62517028;Valdir Ribeiro Nunes
10872;11628;Regularizado;03/11/2025 18:06:14;03/11/2025 18:06:06;04/11/2025 00:43:26;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 181b - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.47742575,-46.62560887;Valdir Ribeiro Nunes
10873;11629;Regularizado;03/11/2025 18:06:45;03/11/2025 18:06:16;04/11/2025 00:46:40;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 155 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.4775823,-46.62564717;Valdir Ribeiro Nunes
10874;11630;Regularizado;03/11/2025 19:13:16;03/11/2025 19:13:10;04/11/2025 01:06:30;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Daniel Malettini, 763 - Vila Aurora (Zona Norte), São Paulo - SP, 02411-000, Brasil;-23.47356879,-46.62536091;Valdir Ribeiro Nunes
10875;11631;Regularizado;03/11/2025 19:13:29;03/11/2025 19:13:23;04/11/2025 00:56:02;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Donato Luongo, 398 - Vila Vitorio Mazzei, São Paulo - SP, 02409-030, Brasil;-23.478958858519256,-46.62573659457135;Valdir Ribeiro Nunes
10878;11634;Regularizado;03/11/2025 19:30:30;03/11/2025 19:30:25;04/11/2025 01:48:56;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cruz de Malta, 965 - Parada Inglesa, São Paulo - SP, 02248-001, Brasil;-23.48336807,-46.59984532;Valdir Ribeiro Nunes
10880;11636;Regularizado;03/11/2025 19:37:48;03/11/2025 19:37:33;03/11/2025 21:50:38;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. do Amiúte, 1 - Vila Gustavo, São Paulo - SP, 02250-180, Brasil;-23.48570795961477,-46.599549778375604;Adriano Terto dos Santos
10881;11637;Regularizado;03/11/2025 19:41:11;03/11/2025 19:41:06;03/11/2025 21:39:37;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;R. William Harding, 3 - Vila Gustavo, São Paulo - SP, 02267-010, Brasil;-23.47813966,-46.60172621;Adriano Terto dos Santos
10882;11638;Regularizado;03/11/2025 19:41:21;03/11/2025 19:41:15;04/11/2025 08:18:27;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Ausônia, 163 - Vila Mazzei, São Paulo - SP, 02308-050, Brasil;-23.47699599011581,-46.60617628963558;Maiarde de Freitas Nogueira
10885;11642;Regularizado;03/11/2025 19:51:58;03/11/2025 19:51:51;03/11/2025 21:58:09;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;6;R. Américo Castro, 18 - Parque Rodrigues Alves, São Paulo - SP, 02249-050, Brasil;-23.490096140837426,-46.59913305767212;Adriano Terto dos Santos
10886;11643;Regularizado;03/11/2025 19:57:30;03/11/2025 19:57:25;04/11/2025 01:56:10;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cap. Francisco Lipi, 1130 - Vila Dom Pedro II, São Paulo - SP, 02243-000, Brasil;-23.49102562,-46.59930546;Valdir Ribeiro Nunes
10887;11645;Regularizado;03/11/2025 19:57:44;03/11/2025 19:57:38;03/11/2025 21:57:38;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;P;Noite;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;6;R. Cruz de Malta, 147 - Parada Inglesa, São Paulo - SP, 02248-000, Brasil;-23.490588100100894,-46.599173940678526;Adriano Terto dos Santos
10888;11646;Regularizado;03/11/2025 20:07:24;03/11/2025 20:07:16;04/11/2025 01:34:17;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Paulo de Avelar, 850 - Vila Dom Pedro II, São Paulo - SP, 02243-010, Brasil;-23.49247703,-46.60263407;Valdir Ribeiro Nunes
10889;11647;Regularizado;03/11/2025 22:21:23;03/11/2025 22:21:11;04/11/2025 01:20:04;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Verde Mar, 16 - Água Fria, São Paulo - SP, 02335-030, Brasil;-23.484865983180686,-46.61576152593702;Valdir Ribeiro Nunes
10890;11648;Regularizado;03/11/2025 22:21:45;03/11/2025 22:21:35;04/11/2025 01:44:15;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. São Marcelo, 9 - Parque Rodrigues Alves, São Paulo - SP, 02250-050, Brasil;-23.487826182184925,-46.599399469182934;Valdir Ribeiro Nunes
10891;11649;Regularizado;03/11/2025 22:22:00;03/11/2025 22:21:49;04/11/2025 07:41:04;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cajamar, 5 - Vila Mazzei, São Paulo - SP, 02308-090, Brasil;-23.47682595,-46.60633645;Maiarde de Freitas Nogueira
10892;11650;Regularizado;03/11/2025 22:22:14;03/11/2025 22:22:03;04/11/2025 07:57:32;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Mazzei, 118 - Vila Mazzei, São Paulo - SP, 02310-000, Brasil;-23.47872506,-46.60717119;Maiarde de Freitas Nogueira
10893;11651;Aguardando Vistoria;03/11/2025 22:22:26;03/11/2025 22:22:17;04/11/2025 08:12:29;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;R. Cosme de Azevedo, 52 - Vila Mazzei, São Paulo - SP, 02307-010, Brasil;-23.477851570784065,-46.608734694052536;Leandro Correa
10894;11652;Regularizado;03/11/2025 22:22:34;03/11/2025 22:22:28;04/11/2025 08:34:23;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cosme de Azevedo, 13 - Vila Mazzei, São Paulo - SP, 02307-010, Brasil;-23.477833070244277,-46.60879215502863;Maiarde de Freitas Nogueira
11031;11752;Regularizado;04/11/2025 09:40:10;04/11/2025 09:40:05;04/11/2025 09:44:14;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;22;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Tucuruvi, 225 - Tucuruvi, São Paulo - SP, 02305-000, Brasil;-23.47864059845119,-46.608928487301384;Leandro Correa
11357;11973;Regularizado;04/11/2025 16:14:08;04/11/2025 16:14:03;04/11/2025 20:37:23;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Viela da Terceira Comunidade, 3 - Vila Mazzei, São Paulo - SP, 02240-000, Brasil;-23.476772184883572,-46.60094981095433;Adriano Terto dos Santos
11472;12059;Regularizado;05/11/2025 09:06:30;05/11/2025 09:06:17;05/11/2025 10:43:14;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;9;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Cruzeiro do Sul, 2485 - Santana, São Paulo - SP, 02031-000, Brasil;-23.509502859450826,-46.62507416770255;Leandro Correa
11481;12067;Regularizado;05/11/2025 09:13:42;05/11/2025 09:13:37;05/11/2025 10:54:51;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;2;Manhã;Varrição mecanizada de vias e logradouros públicos;6;R. Manuel dos Santos Neto, 23 - Santana, São Paulo - SP, 02032-010, Brasil;-23.5099153,-46.6244342;Leandro Correa
11519;12096;Regularizado;05/11/2025 09:42:32;05/11/2025 09:42:24;05/11/2025 11:00:23;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;11;Manhã;Varrição manual de vias e logradouros públicos;6;Rua leite de morais 67 - Box b2 - Santana, São Paulo - SP, 02034-020, Brasil;-23.50316423805044,-46.624344935127624;Leandro Correa
11524;12101;Regularizado;05/11/2025 09:44:46;05/11/2025 09:44:41;05/11/2025 10:35:27;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;11;Manhã;Varrição mecanizada de vias e logradouros públicos;6;Av. Cruzeiro do Sul, 3108 - Santana, São Paulo - SP, 02030-200, Brasil;-23.50366879559573,-46.62458593366084;Leandro Correa
11554;12119;Regularizado;05/11/2025 09:55:16;05/11/2025 09:55:10;05/11/2025 10:31:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;11;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Cruzeiro do Sul, 3172 - Santana, São Paulo - SP, 02030-200, Brasil;-23.5029943057543,-46.62452873114577;Leandro Correa
11586;12138;Regularizado;05/11/2025 10:15:34;05/11/2025 10:15:28;05/11/2025 11:07:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;1;Manhã;Varrição manual de vias e logradouros públicos;6;R. Dr. César, 658 - Santana, São Paulo - SP, 02013-002, Brasil;-23.503106405728154,-46.63265095507412;Leandro Correa
11597;12147;Regularizado;05/11/2025 10:23:10;05/11/2025 10:23:04;05/11/2025 15:07:05;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Srg. José Pessoto Sobrinho, 271 - Parque Novo Mundo, São Paulo - SP, 02178-000, Brasil;-23.519779350292737,-46.57034894369889;Marcos Aurélio Silva do Prado
11598;12148;Regularizado;05/11/2025 10:23:22;05/11/2025 10:23:14;05/11/2025 16:31:27;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Sd. José Pires Barbosa Filho, 7 - Parque Novo Mundo, São Paulo - SP, 02178-020, Brasil;-23.520147823662402,-46.57044482405508;Marcos Aurélio Silva do Prado
11599;12149;Regularizado;05/11/2025 10:23:35;05/11/2025 10:23:26;05/11/2025 12:45:04;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Ten. Amaro Felicíssimo da Silveira, 16 - Vila Maria, São Paulo - SP, 02174, Brasil;-23.523743208580196,-46.57146088077664;Victor Luiz Barbosa da Silva
11600;12150;Regularizado;05/11/2025 10:23:45;05/11/2025 10:23:38;05/11/2025 12:45:17;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;0;Manhã;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;6;Av. Ten. Amaro Felicíssimo da Silveira, 183 - Parque Novo Mundo, São Paulo - SP, 02177-010, Brasil;-23.523955,-46.5716267;Victor Luiz Barbosa da Silva
11602;12151;Regularizado;05/11/2025 10:24:13;05/11/2025 10:24:05;05/11/2025 16:07:32;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Srg. José Pessoto Sobrinho, 410 - Parque Novo Mundo, São Paulo - SP, 02178-000, Brasil;-23.520828285882633,-46.57135835020812;Marcos Aurélio Silva do Prado
11603;12152;Regularizado;05/11/2025 10:24:22;05/11/2025 10:24:15;05/11/2025 17:30:06;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Dilce Freitas da Silva, Nº 111 - Parque Novo Mundo, São Paulo - SP, 02178-060, Brasil;-23.521262943876433,-46.57140852491592;Marcos Aurélio Silva do Prado
11611;12161;Regularizado;05/11/2025 10:27:26;05/11/2025 10:27:20;05/11/2025 15:50:26;SELIMP - Sergio Watanabe;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Ten. Amaro Felicíssimo da Silveira, 665 - Vila Maria, São Paulo - SP, 02177-010, Brasil;-23.5190216,-46.571515;Marcos Aurélio Silva do Prado
